1	2	2	-3	1
2	2	2	-3	1
3	2	2	-3	1
4	2	2	-3	1
5	2	2	-3	1
6	2	2	-3	1
7	2	2	-3	1
8	2	2	-3	1
9	2	2	-3	1
10	2	2	-3	1
11	2	2	-3	1
12	2	2	-3	1
13	2	2	-3	1
14	2	2	-3	1
15	2	2	-3	1
16	2	2	-3	1
17	2	2	-3	1
18	2	2	-3	1
19	2	2	-3	1
20	2	2	-3	1
21	2	2	-3	1
22	2	2	-3	1
23	2	2	-3	1
24	2	2	-3	1
25	2	2	-3	1
26	2	2	-3	1
27	2	2	-3	1
28	2	2	-3	1
29	2	2	-3	1
30	2	2	-3	1
31	2	2	-3	1
32	2	2	-3	1
33	2	2	-3	1
34	2	2	-3	1
35	2	2	-3	1
36	2	2	-3	1
37	2	2	-3	1
38	2	2	-3	1
39	2	2	-3	1
40	2	2	-3	1
41	2	2	-3	1
42	2	2	-3	1
43	2	2	-3	1
44	2	2	-3	1
45	2	2	-3	1
46	2	2	-3	1
47	2	2	-3	1
48	2	2	-3	1
